Name,Position,Club,Division,Nation,Height,Weight,Age,Preferred_Foot,Best_Pos,Best_Role,Value,Wage,CA,PA,Wor,Vis,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pen,Pas,Pac,v1,OtB,Mar,L_Th,Lon,Ldr,Jum,Hea,Han,Fla,Fir,Fin,Dri,Cro,Cor,Cnt,Cmd,Agi,Agg,Aer,Acc
Mehmet-Can Aydin,"M (C), AM (RC)",Schalke 04,Bundesliga,GER,180,68,17,Right Only,AM (C),AM,65000,55,80,119,12,11,12,9,9,6,8,3,3,4,13,12,1,12,7,1,10,11,9,6,2,10,12,9,11,9,8,10,3,12,4,3,7
Nick Clayton-Phillips,M/AM (RL),West Brom,English Premier Division,ENG,173,64,19,Right,M (L),IW,36000,400,68,119,7,7,11,5,4,3,7,3,3,2,12,12,1,10,3,5,5,9,1,5,1,11,13,7,11,11,9,5,2,11,8,1,13
Oludare Olufunwa,D (RC),Southampton,English Premier Division,NGA,189,76,17,Right,D (R),FB,28000,600,65,119,9,2,6,7,11,8,13,3,2,3,7,13,1,4,14,6,4,6,11,14,1,1,8,6,6,2,3,7,1,8,11,4,15
Pablo Ramón,D (RC),R. Madrid,Spanish First Division,ESP,186,76,17,Right,D (R),FB,110000,875,85,119,9,9,8,9,13,8,11,2,1,6,10,12,1,7,15,4,7,6,10,10,2,1,10,5,7,3,7,8,2,11,14,1,9
Pablo Santana Soares,"D (L), DM, M/AM (C)",Borussia M'gladbach,Bundesliga,GER,178,68,17,Left Only,M (C),MEZ,86000,55,84,119,13,11,10,8,9,7,9,1,2,2,14,14,1,9,6,3,9,3,6,7,3,9,11,9,8,7,3,7,2,14,10,1,14
Roberto,ST (C),Estoril,Spanish First Division,POR,180,76,30,Right,ST (C),PF,900000,1100,119,119,16,12,12,14,9,12,15,1,2,11,12,12,1,13,8,6,8,9,11,11,1,12,11,12,12,10,7,14,2,11,13,2,12
Seb Quirk,M/AM (R),Everton,English Premier Division,ENG,189,76,17,Right,AM (R),W,46000,120,68,119,9,7,10,8,5,7,5,1,3,3,7,13,1,8,8,7,6,7,8,7,1,8,6,6,14,9,7,9,1,11,13,1,15
Timi Sobowale,D (C),Man City,English Premier Division,IRL,180,69,17,Right,D (C),CD,30500,1700,62,119,7,5,6,6,13,7,5,3,1,1,6,11,1,5,9,1,6,11,9,11,3,1,8,4,1,4,6,6,1,10,13,2,14
Ussama Ahmed,M (C),Cádiz,Spanish First Division,MAR,177,65,17,Right,M (C),CM,23000,55,62,119,11,13,11,7,7,6,8,3,2,2,11,11,1,7,8,2,13,2,3,5,3,1,9,6,2,4,2,6,2,9,8,2,13
Alassane Sidibé,ST (C),Atalanta,Italian Serie A,CIV,183,63,17,Right Only,ST (C),P,18000,220,58,118,7,6,9,5,1,4,5,3,2,4,3,9,1,13,4,5,6,10,8,13,1,9,13,13,9,6,5,4,3,8,9,2,12
Alessandro Lovisa,"DM, M (C)",Fiorentina,Italian Serie A,ITA,174,64,17,Right,M (C),CM,52000,220,76,118,12,8,12,8,12,6,8,3,1,4,11,14,1,6,7,1,10,3,6,4,2,1,14,8,5,4,7,6,2,13,11,1,14
Alfie Lewis,M/AM (C),West Ham,English Premier Division,ENG,169,63,19,Right,AM (C),SS,135000,400,81,118,8,9,11,7,7,6,11,1,2,5,10,11,1,10,6,1,9,10,6,7,1,8,11,9,10,8,8,10,3,12,7,3,12
Antonio Pacheco,"DM, M (C)",Villarreal,Spanish First Division,ESP,180,68,17,Right Only,DM,DLP,21000,230,56,118,11,12,10,7,11,6,7,1,3,1,13,13,1,5,6,2,9,11,6,5,3,6,10,6,6,3,5,5,3,13,9,3,12
Baron Kibamba,D (C),Sevilla,Spanish First Division,CGO,185,75,21,Right,D (C),CD,180000,1300,99,118,9,6,6,8,14,8,6,3,1,5,9,14,1,5,13,3,6,10,13,14,3,1,8,3,3,4,6,8,3,14,9,1,14
Benni Smales-Braithwaite,"AM (C), ST (C)",Southampton,English Premier Division,ENG,180,72,17,Right,ST (C),PF,150000,600,80,118,10,9,8,10,8,8,9,2,1,7,7,14,1,8,6,1,11,9,13,8,2,14,8,9,7,9,9,8,2,8,9,2,15
Bernardo Calabrese,D (C),Verona,Italian Serie A,ITA,186,74,17,Right Only,D (C),CD,11750,220,55,118,6,4,5,5,8,7,9,2,3,1,4,11,1,2,13,1,3,7,9,13,2,1,6,3,2,1,3,8,1,9,12,3,13
Carlos Dotor,M (C),R. Madrid,Spanish First Division,ESP,180,67,18,Right Only,M (C),MEZ,15750,300,76,118,13,14,11,8,8,5,10,1,1,1,13,12,1,10,9,4,9,2,6,7,2,9,14,8,8,7,6,8,2,13,13,1,14
Carlos Martínez,AM (L),Vigo,Spanish First Division,ESP,179,68,17,Left,AM (L),W,71000,450,79,118,12,7,11,7,6,4,12,1,1,1,10,13,1,5,6,3,7,3,6,6,3,11,6,12,13,11,8,3,3,13,12,2,13
Christian Gebauer,M/AM (R),Arminia Bielefeld,Bundesliga,AUT,187,75,25,Right,M (R),W,600000,4100,114,118,14,12,11,13,11,11,13,3,2,11,12,15,1,15,10,8,6,8,15,6,1,14,11,7,10,6,8,10,1,13,6,2,15
Christopher Scott,M/AM (C),FC Bayern,Bundesliga,GER,175,64,17,Right,AM (C),AP,96000,925,79,118,11,11,12,10,8,8,9,1,3,11,10,10,1,11,5,6,8,6,8,7,2,11,11,10,11,8,7,7,1,13,10,3,12
Claudio Medina,"AM (C), ST (C)",Elche,Spanish First Division,ESP,186,83,25,Either,ST (C),P,650000,3300,113,118,11,10,10,11,9,15,14,1,2,14,10,9,1,13,8,4,10,11,14,14,3,8,8,14,12,9,5,14,2,9,9,2,10
Edoardo Sottini,D (C),Inter,Italian Serie A,ITA,184,69,16,Right,D (C),CD,27000,220,65,118,5,1,4,4,10,7,2,1,2,1,5,11,1,2,12,4,4,8,9,11,1,1,5,1,1,1,1,10,2,10,6,3,12
Erkan Akalp,D/WB (L),1. FC Köln,Bundesliga,GER,176,77,17,Either,D (L),FB,40000,100,82,118,9,8,8,9,12,8,8,1,1,5,10,15,1,7,6,8,3,10,9,7,3,3,9,6,7,10,7,8,2,15,16,2,15
Federico Moraschi,D (C),Atalanta,Italian Serie A,ITA,184,67,15,Right,D (C),CD,9000,220,55,118,6,5,5,5,13,4,3,1,1,1,6,11,1,2,13,4,3,9,9,13,1,1,6,2,1,1,3,8,2,11,6,4,13
Federico Simonti,D/WB (L),Fiorentina,Italian Serie A,ITA,177,71,19,Left,D (L),FB,28000,475,70,118,11,11,11,11,13,9,7,2,3,4,11,12,1,9,7,5,7,10,9,8,2,5,11,9,6,8,6,10,4,11,12,3,9
Felipe Estrella,ST (C),Roma,Italian Serie A,BRA,190,82,18,Left,ST (C),AF,10000,110,72,118,7,7,10,6,1,4,9,1,3,7,7,11,1,10,6,1,7,8,10,13,3,11,13,13,13,3,6,5,3,10,15,3,13
Francesco Somma,D (R),Napoli,Italian Serie A,ITA,172,58,16,Right,D (R),FB,20500,220,61,118,7,6,7,7,7,4,8,3,2,4,7,14,1,6,12,3,6,5,7,7,2,1,8,6,4,5,6,7,3,14,5,3,14
Franco Vezzoni,M (C),Inter,Italian Serie A,ARG,184,70,17,Right,M (C),CM,21500,220,60,118,11,9,14,8,10,5,6,2,3,1,11,13,1,6,4,1,7,9,11,6,3,6,14,4,7,5,6,3,3,11,11,2,14
George Wickens,GK,Fulham,English Premier Division,ENG,183,64,17,Right,GK,SK,75000,400,75,118,7,3,4,8,3,6,5,14,14,2,6,13,1,2,3,1,2,1,11,1,14,1,1,1,1,3,3,9,12,6,6,11,11
Giuseppe D'Agostino,"AM (RC), ST (C)",Napoli,Italian Serie A,ITA,182,66,16,Right,AM (R),W,42000,220,71,118,8,12,9,7,5,6,9,1,2,4,9,13,1,9,6,6,7,1,6,8,3,13,12,9,10,10,7,4,2,11,7,3,13
Iñaki Rupérez,M (C),Osasuna,Spanish First Division,ESP,170,55,16,Right,M (C),CM,35500,300,65,118,11,13,9,7,4,1,7,1,2,2,13,13,1,7,5,4,10,5,3,2,1,1,13,3,6,3,5,4,2,13,10,3,13
Iago Domínguez,GK,Vigo,Spanish First Division,ESP,196,80,17,Right,GK,SK,56000,475,80,118,5,5,1,6,2,5,1,8,12,2,7,12,1,2,3,2,1,7,12,1,12,3,1,2,3,3,6,11,9,11,13,10,12
Iyenoma Destiny Udogie,D (LC),Verona,Italian Serie A,ITA,179,69,16,Left Only,D (L),NFB,11000,220,52,118,6,1,3,6,5,7,11,3,2,1,6,6,1,5,11,4,4,1,8,8,3,1,5,2,4,3,1,9,3,10,15,1,8
Jamie Soule,"AM (C), ST (C)",West Brom,English Premier Division,ENG,183,71,18,Right,ST (C),AF,225000,600,85,118,9,10,11,7,5,7,9,2,2,3,10,14,1,8,5,4,7,10,7,10,3,10,10,12,13,8,7,8,1,11,5,3,15
Joel López,D (L),Arsenal,English Premier Division,ESP,173,59,17,Left,D (L),WB,42500,1500,70,118,10,7,10,11,10,6,9,3,1,4,8,12,1,11,9,7,6,5,6,6,2,12,11,5,8,10,6,10,3,12,11,2,13
Jonathan Spedalieri,D (C),Fiorentina,Italian Serie A,ITA,190,78,17,Right,D (C),CD,20000,220,61,118,6,4,3,5,13,7,7,1,2,1,6,8,1,2,13,2,2,6,11,13,3,1,5,2,1,1,1,7,2,8,12,3,11
Jouns Gabriele El Hilali,AM (C),Milan,Italian Serie A,ITA,159,55,16,Right Only,AM (C),AM,13000,220,52,118,11,10,13,7,5,1,6,3,2,2,9,12,1,7,3,1,5,2,1,4,1,13,11,7,5,4,4,2,1,11,10,2,13
Kai Corbett,M/AM (R),West Ham,English Premier Division,ENG,169,58,16,Right Only,AM (R),W,50000,120,70,118,7,8,8,7,11,6,12,2,1,3,8,11,1,6,9,10,11,4,10,10,4,5,8,6,7,10,9,11,1,14,9,2,11
Kyle John,D/WB/M/AM (R),Everton,English Premier Division,ENG,166,59,18,Right,M (R),W,95000,600,75,118,10,10,10,9,10,3,10,3,1,7,12,12,1,10,8,8,8,1,6,8,3,9,11,3,9,7,4,5,2,11,12,2,13
Leonardo Fontanesi,D (RC),Sassuolo,Italian Serie A,ITA,190,78,23,Right,D (C),CD,135000,825,87,118,11,7,8,13,12,10,12,2,1,7,8,11,1,6,10,12,7,5,13,8,3,5,9,6,7,8,6,10,2,12,4,2,12
Lorenzo Sgarbi,ST (C),Napoli,Italian Serie A,ITA,175,68,18,Right,ST (C),P,110000,220,86,118,7,7,12,6,5,7,9,3,3,7,7,13,1,10,5,6,7,11,5,13,2,13,13,13,13,3,6,7,2,13,10,1,13
Luca Magazzù,"AM (C), ST (C)",Inter,Italian Serie A,ITA,175,61,16,Right,ST (C),AF,27000,220,65,118,8,7,13,4,3,4,10,1,2,1,7,12,1,6,6,2,5,9,5,9,4,14,14,10,14,4,6,3,2,12,8,1,14
Luca Moretti,GK,Udinese,Italian Serie A,ITA,186,77,18,Right Only,GK,SK,11250,220,55,118,4,4,3,5,2,3,3,10,11,2,12,9,1,3,2,2,3,4,9,1,12,3,1,3,2,3,3,7,12,11,5,10,12
Luciano D'Auria-Henry,M (C),Fulham,English Premier Division,ENG,180,63,16,Right,M (C),CM,10500,120,50,118,11,7,12,7,6,3,6,2,1,1,13,13,1,8,5,1,10,9,9,2,1,1,7,6,3,5,2,6,3,10,12,3,10
Mésaque Djú,"AM (RL), ST (C)",West Ham,English Premier Division,POR,178,73,20,Right Only,AM (R),W,225000,1000,85,118,11,7,11,7,3,10,12,3,2,5,8,15,1,13,3,4,5,4,8,4,1,14,8,8,11,8,7,7,1,12,12,3,15
Marc Fichtner,"DM, M/AM (C)",Mainz 05,Bundesliga,GER,174,61,16,Right,M (C),MEZ,74000,55,82,118,12,13,13,8,13,7,8,4,2,2,9,14,1,9,8,1,7,10,4,7,2,14,9,7,9,7,7,5,3,14,8,3,14
Massimo Tesio,"DM, M (C)",Torino,Italian Serie A,ITA,178,70,16,Right,M (C),CM,32500,220,65,118,10,8,9,7,12,6,6,4,1,2,14,11,1,3,6,2,7,1,9,6,1,7,12,7,6,6,6,8,1,10,13,2,14
Matteo Piccardo,D (C),Genoa,Italian Serie A,ITA,182,83,19,Right,D (C),CD,97000,925,92,118,8,9,9,9,13,13,12,1,3,4,7,10,1,9,14,7,11,9,12,12,3,10,7,5,5,3,3,9,3,11,12,2,10
Mattia Cretti,"D (C), DM, M (C)",Milan,Italian Serie A,ITA,187,75,17,Right,M (C),CM,32500,220,67,118,11,7,7,8,12,6,7,4,2,1,11,13,1,5,9,1,8,10,10,7,3,3,11,2,7,6,5,8,1,7,15,2,14
Miguelete,ST (C),Real Betis,Spanish First Division,ESP,186,70,18,Right,ST (C),P,37500,325,70,118,8,8,11,6,1,4,4,3,2,4,8,12,1,10,5,1,4,9,13,10,3,11,10,13,12,4,6,5,3,11,14,2,13
Mikel Gorroño,D (C),Eibar,Spanish First Division,ESP,179,75,18,Left Only,D (C),CD,48500,55,72,118,7,3,4,6,13,9,4,3,3,1,5,9,1,5,13,4,4,10,7,13,2,1,5,4,1,6,3,6,1,9,6,3,6
Niklas Lomb,GK,Bayer 04,Bundesliga,GER,187,84,25,Right Only,GK,SK,160000,2200,102,118,6,8,4,9,3,14,3,12,13,1,11,10,1,3,1,2,2,10,14,1,12,3,4,2,1,2,7,10,10,15,9,11,11
Raul Steau,M/AM (C),Sassuolo,Italian Serie A,ROU,171,64,18,Left Only,AM (C),AP,19500,220,58,118,10,9,13,7,4,4,6,2,1,3,8,10,1,9,4,1,6,4,1,5,2,15,13,6,7,4,5,6,1,9,12,3,13
Samuel Bertolucci,ST (C),Spezia,Italian Serie A,ITA,180,67,16,Right,ST (C),P,18000,220,58,118,5,5,8,4,1,5,6,1,2,5,4,12,1,5,1,4,5,11,7,9,2,9,12,11,12,1,4,5,1,12,9,1,12
Sonny Ziemer,D (C),Hertha Berlin,Bundesliga,GER,182,65,17,Right,D (C),CD,70000,100,82,118,8,1,2,7,14,8,7,2,4,2,8,9,1,7,14,4,4,9,11,14,2,1,7,4,4,1,4,9,1,8,16,2,8
Tarrelle Whittaker,ST (C),Tottenham,English Premier Division,ENG,185,68,16,Right Only,ST (C),P,22500,120,55,118,6,6,7,5,1,4,3,1,1,2,6,13,1,13,2,2,6,1,8,7,3,7,11,13,13,5,3,3,2,10,10,1,13
Tolaji Bola,D (LC),Arsenal,English Premier Division,ENG,188,78,20,Left,D (L),FB,91000,1000,78,118,10,6,7,8,12,11,14,1,2,7,6,15,1,7,7,3,5,10,14,9,2,1,7,9,6,6,8,14,3,7,15,2,12
Toni Fuidias,GK,R. Madrid,Spanish First Division,ESP,195,83,18,Either,GK,SK,12500,300,68,118,4,4,1,5,1,6,3,12,12,2,8,7,1,3,1,3,1,9,13,1,12,2,1,2,1,1,1,8,6,9,7,12,11
Tristan Abldeen-Goodridge,"AM (RLC), ST (C)",Aston Villa,English Premier Division,ENG,168,55,16,Right Only,ST (C),AF,11000,120,46,118,7,7,7,5,1,4,10,2,3,4,7,14,1,13,3,1,6,10,5,6,2,10,11,10,8,5,4,1,2,9,11,3,13
Tyrese Dyce,D/WB (L),West Brom,English Premier Division,ENG,175,75,18,Left,D (L),FB,13750,400,53,118,8,8,9,5,9,5,10,2,2,3,9,9,1,5,9,6,3,1,7,8,1,4,9,2,6,9,7,10,3,11,11,3,8
Ulysses Llanez,"M (R), AM (RL), ST (C)",VfL Wolfsburg,Bundesliga,USA,170,68,18,Right Only,AM (R),W,65000,400,80,118,8,5,12,8,4,6,7,1,2,5,7,14,1,9,6,3,5,8,6,8,2,12,9,8,10,14,10,5,3,14,10,1,14
Vasco da Cunha,D (LC),Genoa,Italian Serie A,POR,187,72,19,Left Only,D (C),NCB,200000,1600,97,118,10,9,11,9,13,13,12,1,1,4,6,12,1,9,12,3,7,9,14,13,1,12,6,5,5,3,3,10,1,12,13,2,13
Vincenzo Alfieri,M (LC),Benevento,Italian Serie A,ITA,182,66,16,Left Only,M (L),DW,9500,220,45,118,13,8,11,8,7,5,8,2,1,4,6,11,1,7,5,6,8,5,7,6,2,7,7,7,3,8,6,7,1,10,11,1,10
Wladimiro Falcone,GK,Sampdoria,Italian Serie A,ITA,195,85,24,Right Only,GK,SK,135000,2500,95,118,10,10,8,11,1,12,13,8,12,2,8,10,1,6,2,1,1,12,17,11,11,5,8,3,1,1,6,16,7,9,10,13,11
Abdenego Nankishi,"M/AM (L), ST (C)",SV Werder,Bundesliga,GER,173,61,16,Left,AM (L),W,77000,55,82,117,9,9,10,6,4,5,5,1,2,6,10,13,1,11,5,2,8,2,8,9,1,9,11,11,10,13,11,5,3,12,8,2,14
Andri Lucas Guðjohnsen,ST (C),R. Madrid,Spanish First Division,ISL,175,67,17,Right,ST (C),P,27500,300,62,117,6,4,12,5,1,6,9,4,4,4,6,10,1,12,2,1,6,11,3,8,2,12,13,13,13,2,4,5,2,9,10,2,13
Antonio Donnarumma,GK,Milan,Italian Serie A,ITA,192,92,28,Right,GK,SK,825000,30500,112,117,11,6,6,9,5,15,12,13,13,2,7,10,1,3,1,9,1,9,15,8,13,4,7,1,3,1,1,11,12,12,11,13,8
Atmir Krasniqi,"D (RL), WB/M (R)",VfB Stuttgart,Bundesliga,GER,185,70,16,Right Only,D (R),WB,66000,55,82,117,11,11,11,8,13,8,11,2,2,6,11,16,1,8,9,9,8,8,14,10,2,6,8,3,10,10,8,8,1,12,8,3,13
Christian Marques,D (C),Wolves,English Premier Division,SUI,187,71,16,Right,D (C),CD,13500,120,58,117,5,9,9,4,12,5,6,1,2,1,10,10,1,1,9,1,1,12,12,12,3,1,4,4,3,1,2,8,1,9,7,2,12
Elio Vrenna,"AM (R), ST (C)",Crotone,Italian Serie A,ITA,185,71,17,Right Only,AM (R),W,13000,220,48,117,5,4,10,4,1,4,9,1,1,5,9,12,1,9,2,1,5,1,6,11,2,11,9,7,12,10,7,5,1,11,10,1,12
Emerson Espinoza,"DM, M (C)",Inter,Italian Serie A,ECU,179,79,18,Right,M (C),BBM,140000,900,89,117,12,8,10,12,11,12,16,1,2,5,12,14,1,8,8,4,7,9,11,8,1,1,10,5,9,6,9,5,3,16,12,2,13
Federico Zuccon,D/AM (C),Atalanta,Italian Serie A,ITA,187,69,16,Right,D (C),NCB,12500,220,58,117,7,11,8,5,9,4,8,1,3,3,6,11,1,5,9,1,6,10,8,6,2,14,10,4,5,5,2,2,3,13,15,2,12
Filippo Concas,D (RC),Milan,Italian Serie A,ITA,180,74,16,Right Only,D (C),CD,7250,220,49,117,6,2,3,5,10,6,7,3,1,1,5,11,1,5,12,5,1,5,6,9,3,1,7,2,1,4,2,4,2,10,18,3,14
Florian Hoxha,D (C),Verona,Italian Serie A,ALB,183,70,16,Right,D (C),CD,8000,220,48,117,5,2,4,4,10,4,3,2,1,3,4,9,1,4,13,1,1,9,7,9,1,1,5,3,1,1,3,6,1,5,16,1,8
Francesco Lamanna,D/WB (R),Juventus,Italian Serie A,ITA,181,72,17,Right Only,D (R),FB,25500,190,65,117,8,8,10,8,10,9,12,2,2,9,9,10,1,10,9,9,8,8,10,8,2,7,8,5,9,10,8,10,3,11,10,4,10
Frederik Schumann,D/WB/M (L),VfB Stuttgart,Bundesliga,GER,178,65,16,Left,D (L),WB,55000,55,80,117,8,8,10,8,13,7,7,2,1,8,10,12,1,9,8,8,6,12,6,8,2,4,11,6,9,10,8,6,4,12,12,3,15
Jakub Ojrzynski,GK,Liverpool,English Premier Division,POL,192,80,16,Right,GK,SK,22500,120,60,117,10,5,7,9,1,8,9,11,9,2,9,7,1,8,2,1,1,8,15,6,10,6,7,3,2,1,5,9,7,9,7,13,8
Joe McGlynn,ST (C),Burnley,English Premier Division,SCO,180,67,16,Right,ST (C),P,40000,120,65,117,6,6,9,5,1,8,9,1,3,6,6,13,1,10,2,1,6,5,7,11,1,9,7,10,7,4,5,6,2,12,8,1,13
Jordan Meyer,"DM, M (C)",VfB Stuttgart,Bundesliga,GER,172,66,17,Right Only,DM,DLP,86000,55,84,117,13,11,10,9,11,8,9,2,1,7,8,10,1,5,6,7,6,3,7,8,1,1,10,9,4,8,8,7,3,10,11,2,14
Julian Niehues,"D (C), DM, M (C)",Borussia M'gladbach,Bundesliga,GER,195,81,18,Right Only,DM,A,71000,575,84,117,11,8,9,7,9,7,6,3,2,2,11,13,1,8,13,1,6,11,16,8,1,3,13,2,2,5,5,9,1,13,8,3,11
Kallum Cesay,"D (R), DM, M (C)",Tottenham,English Premier Division,ENG,189,71,16,Right,M (C),CM,28500,120,60,117,12,8,8,7,13,7,7,1,4,1,10,14,1,7,12,1,8,10,13,7,2,1,11,5,7,3,3,7,2,6,7,2,16
Kensly,ST (C),Cádiz,Spanish First Division,ESP,181,66,16,Right Only,ST (C),P,17500,55,52,117,5,4,10,5,1,6,4,2,4,9,5,13,1,8,3,1,4,9,7,12,2,11,6,13,12,5,4,4,1,13,13,1,13
Lilian Egloff,"M (C), AM (LC)",VfB Stuttgart,Bundesliga,GER,178,65,16,Right Only,AM (C),AP,84000,55,83,117,10,8,14,9,9,6,7,3,3,5,12,14,1,11,4,6,8,7,11,4,1,12,10,12,13,9,7,10,2,12,3,4,13
Lorenzo Moretti,D (RC),Inter,Italian Serie A,ITA,188,73,17,Right,D (R),FB,39000,220,74,117,7,7,7,7,7,4,8,2,2,6,6,13,1,5,12,6,4,10,11,13,1,1,8,3,6,2,1,12,3,13,14,3,13
Marco Wolf,"M (R), AM (RC)",VfB Stuttgart,Bundesliga,GER,168,59,18,Right Only,AM (R),W,75000,1200,84,117,12,9,14,8,6,1,9,2,3,5,13,13,1,9,7,7,8,1,5,5,2,14,9,9,11,14,12,2,2,10,5,3,14
Marvin Jung,"D/M (R), AM (L)",Mainz 05,Bundesliga,GER,185,73,17,Right Only,D (R),WB,71000,100,83,117,9,8,9,8,12,7,6,1,1,4,10,14,1,9,6,7,5,10,14,6,4,10,13,7,8,12,8,9,1,14,6,1,14
Marvin Weiß,"M/AM (C), ST (C)",TSG Hoffenheim,Bundesliga,GER,176,68,17,Right,AM (C),AM,58000,55,77,117,9,11,14,8,8,7,10,3,3,1,11,11,1,9,8,3,9,8,8,9,2,13,10,9,11,7,7,8,2,10,4,1,14
Matteo Ruggeri,D (C),Atalanta,Italian Serie A,ITA,179,70,16,Right Only,D (C),CD,25500,220,65,117,9,5,8,8,16,12,5,2,1,4,7,11,1,6,11,6,8,11,11,16,2,1,9,4,4,2,3,8,3,10,11,3,12
Mattia Russo,AM (RL),Lazio,Italian Serie A,ITA,185,72,16,Right,AM (R),W,32000,220,66,117,10,9,14,8,4,6,14,1,1,5,10,6,1,12,6,7,9,2,9,8,1,13,12,9,13,14,12,4,1,8,13,3,9
Niccolò Pierozzi,WB/M/AM (L),Fiorentina,Italian Serie A,ITA,180,67,17,Left,M (L),W,30500,220,66,117,7,5,12,6,5,3,9,2,2,1,13,10,1,11,2,5,4,9,9,5,1,12,8,1,7,13,11,7,2,10,9,3,13
Niklas Haugland,ST (C),Leeds,English Premier Division,NOR,182,72,17,Right,ST (C),P,50000,120,70,117,7,7,9,6,1,8,6,1,1,8,6,13,1,13,6,1,7,11,7,13,2,13,13,13,8,7,6,4,1,13,3,3,13
Owen Otasowie,D/M/AM (C),Wolves,English Premier Division,USA,185,77,18,Right,AM (C),AP,46000,750,68,117,9,8,11,8,12,8,5,3,3,5,12,8,1,9,6,6,7,12,14,8,3,9,9,7,9,7,5,6,1,8,10,2,9
Raúl Blanco,M/AM (C),Vigo,Spanish First Division,ESP,170,63,18,Right,M (C),CM,96000,675,83,117,10,12,13,9,8,4,8,1,1,6,15,15,1,12,7,4,7,9,6,7,2,11,15,9,10,5,4,9,2,12,11,2,11
Robert Sanchez,GK,Brighton,English Premier Division,ESP,197,91,21,Right,GK,SK,500000,2500,102,117,10,9,10,12,2,13,12,12,12,3,11,9,1,3,1,2,1,7,18,3,11,2,8,2,2,1,4,9,14,10,11,16,9
Sadou Diallo,M/AM (C),Wolves,English Premier Division,ENG,188,84,19,Right Only,M (C),CAR,155000,2000,83,117,12,12,11,12,8,12,13,2,3,6,12,12,1,8,7,5,9,7,7,6,1,11,9,9,9,5,4,10,3,13,12,2,13
Sebastian Griesbeck,"DM, M (C)",Union Berlin,Bundesliga,GER,188,85,28,Right,DM,BWM,1400000,10750,116,117,17,7,10,16,15,16,17,3,3,7,12,12,1,7,13,9,7,13,13,14,1,6,12,9,8,7,7,12,2,9,16,1,10
Thomas McGill,GK,Brighton,English Premier Division,ENG,183,76,19,Right,GK,SK,115000,450,80,117,9,9,4,10,3,9,4,9,8,3,10,16,1,2,1,1,2,2,13,3,8,1,3,2,2,2,2,13,9,8,13,9,15
Toby King,M (C),West Brom,English Premier Division,ENG,187,72,17,Right Only,M (C),CM,4400,120,45,117,9,9,10,5,5,4,7,3,2,1,13,13,1,6,6,1,4,7,7,1,2,5,12,1,5,2,4,1,1,12,9,3,13
Tom Berger,"D (L), DM, M (C)",VfL Wolfsburg,Bundesliga,GER,172,63,17,Left Only,DM,BWM,80000,100,83,117,11,13,9,8,14,6,7,3,1,5,12,13,1,8,9,1,7,9,8,8,1,2,10,4,7,7,7,9,1,13,9,3,14
Tommaso Augello,D/WB/M (L),Sampdoria,Italian Serie A,ITA,180,70,24,Left Only,D (L),FB,1200000,5000,114,117,12,10,12,14,13,12,14,2,2,7,13,13,1,12,9,10,10,6,10,7,3,8,13,8,11,14,8,10,1,13,10,2,14
Valerio Marinacci,M/AM (R),Lazio,Italian Serie A,ITA,173,58,16,Right Only,AM (R),W,19500,220,58,117,7,6,8,6,7,3,6,3,3,3,11,13,1,12,5,1,6,10,5,2,3,8,7,4,11,10,5,6,2,13,5,1,13
Abdulkerim Çakar,ST (C),Eintracht Frankfurt,Bundesliga,GER,179,68,18,Right,ST (C),P,39000,325,72,116,7,4,9,6,1,4,11,2,3,6,4,12,1,13,2,1,7,9,5,13,2,9,12,13,12,2,4,7,1,9,10,2,13
Ben Wilson,GK,Coventry,English Premier Division,ENG,191,66,26,Right Only,GK,SK,67000,1000,82,116,9,4,10,12,2,12,12,13,11,2,8,9,1,3,1,1,1,8,14,3,11,3,8,1,3,1,4,6,9,13,8,14,9
César Moreno,"DM, M (C)",Elche,Spanish First Division,ESP,183,73,18,Left,M (C),CM,675,55,80,116,5,10,14,8,14,5,7,2,1,1,14,11,1,7,11,6,11,8,6,5,3,7,14,3,3,7,7,9,1,10,18,2,14
D'Mani Mellor,"AM (RL), ST (C)",Man Utd,English Premier Division,ENG,176,70,18,Right,AM (R),W,125000,750,84,116,8,8,8,7,7,10,8,2,3,3,7,14,1,8,4,8,10,11,7,10,3,12,12,8,13,11,7,3,3,8,7,3,15
Daniele Favale,M (C),Torino,Italian Serie A,ITA,168,62,18,Right,M (C),CM,14250,220,52,116,11,12,8,7,3,1,7,4,2,3,13,11,1,6,6,5,9,5,2,4,2,1,10,4,4,2,5,3,1,9,12,1,12
Darrel Agbugui,D/WB (L),Verona,Italian Serie A,ITA,183,74,18,Left,D (L),FB,27000,220,61,116,8,6,9,8,14,6,11,1,2,6,9,12,1,7,9,4,2,6,10,6,3,7,12,5,7,9,5,6,2,10,7,2,13
Davide Costanzo,D (C),Napoli,Italian Serie A,ITA,177,63,16,Right Only,D (C),CD,30500,220,67,116,7,1,6,6,14,7,8,3,1,2,7,11,1,5,14,5,4,5,7,14,2,1,7,2,1,3,6,5,2,12,8,4,11
Dejan Vokic,"M (C), AM (RC)",Benevento,Italian Serie A,SVN,190,79,23,Right,M (C),CM,500000,2300,105,116,11,13,12,12,8,14,13,3,2,8,12,12,1,12,9,7,12,8,15,12,1,6,11,10,11,11,6,12,4,11,11,1,11
